node,degree,strategy,adoption_time,tau,seed_fraction
JansenBJ,11,degree,1,0.05,0.0025
LupuR,12,degree,1,0.05,0.0025
DeleuilM,23,degree,1,0.05,0.0025
DapieveKS,5,degree,1,0.05,0.0025
ZajacK,15,degree,1,0.05,0.0025
BurgoTAL,7,degree,1,0.05,0.0025
RoelofsFJFW,4,degree,1,0.05,0.0025
RichelleG,5,degree,1,0.05,0.0025
deEschIJP,28,degree,1,0.05,0.0025
KloekJ,10,degree,1,0.05,0.0025
KingDL,26,degree,1,0.05,0.0025
SampatAAS,14,degree,1,0.05,0.0025
vanDaelenB,7,degree,1,0.05,0.0025
LopatkaM,37,degree,1,0.05,0.0025
vanderWegGVTG,7,degree,1,0.05,0.0025
MakowerAK,7,degree,1,0.05,0.0025
Stouten-KempermanMM,6,degree,1,0.05,0.0025
KerstJM,6,degree,1,0.05,0.0025
KirschbaumC,22,degree,1,0.05,0.0025
TaylorBP,3,degree,1,0.05,0.0025
SchubertS,13,degree,1,0.05,0.0025
KöbisNCBMY,3,degree,1,0.05,0.0025
BleijenbergEJ,6,degree,1,0.05,0.0025
WillemseSH,3,degree,1,0.05,0.0025
BelienJAM,16,degree,1,0.05,0.0025
BrandsWG,14,degree,1,0.05,0.0025
WildschutB,6,degree,1,0.05,0.0025
vanEsterikFAS,15,degree,1,0.05,0.0025
KeijserB,23,degree,1,0.05,0.0025
SpeksnijderC,9,degree,1,0.05,0.0025
BalletJ,13,degree,1,0.05,0.0025
NolanC,19,degree,1,0.05,0.0025
AndersonPM,19,degree,1,0.05,0.0025
BetancourtJL,19,degree,1,0.05,0.0025
BinneyHA,19,degree,1,0.05,0.0025
DjamaliM,19,degree,1,0.05,0.0025
HotchkissSC,19,degree,1,0.05,0.0025
HuntleyB,19,degree,1,0.05,0.0025
KershawAP,19,degree,1,0.05,0.0025
DevidEJ,9,degree,1,0.05,0.0025
HerrmannD,11,degree,1,0.05,0.0025
RödlC,10,degree,1,0.05,0.0025
HesselsL,10,degree,1,0.05,0.0025
KrachkoT,17,degree,1,0.05,0.0025
KrishnakumarMA,4,degree,1,0.05,0.0025
Ivanović‐BurmazovićI,12,degree,1,0.05,0.0025
vanBeekFT,8,degree,1,0.05,0.0025
GenuitWJL,9,degree,1,0.05,0.0025
BeekmansSV,4,degree,1,0.05,0.0025
ChalifouxAM,4,degree,1,0.05,0.0025
XueB,34,degree,1,0.05,0.0025
JingP,40,degree,1,0.05,0.0025
ZargarR,20,degree,1,0.05,0.0025
OsorioV,4,degree,1,0.05,0.0025
ZhangYZ,26,degree,1,0.05,0.0025
LiJR,7,degree,1,0.05,0.0025
KonkelA,9,degree,1,0.05,0.0025
RahimiMLHML,6,degree,1,0.05,0.0025
KelmH,10,degree,1,0.05,0.0025
JinR,10,degree,1,0.05,0.0025
NojimaS,9,degree,1,0.05,0.0025
ClassenA,13,degree,1,0.05,0.0025
CavacoSoaresA,6,degree,1,0.05,0.0025
FerbinteanuM,24,degree,1,0.05,0.0025
CaceresC,24,degree,1,0.05,0.0025
BrinkmanCBSS,18,degree,1,0.05,0.0025
GizaniN,18,degree,1,0.05,0.0025
FolleteKB,13,degree,1,0.05,0.0025
GibbsA,24,degree,1,0.05,0.0025
LongJ,17,degree,1,0.05,0.0025
MalesJ,13,degree,1,0.05,0.0025
MorzinskiK,13,degree,1,0.05,0.0025
ColladosJF,8,degree,1,0.05,0.0025
OrtizP,8,degree,1,0.05,0.0025
PérezJM,7,degree,1,0.05,0.0025
HarutyunyanSR,8,degree,1,0.05,0.0025
deMaatSCM,9,degree,1,0.05,0.0025
vandenEshofJW,9,degree,1,0.05,0.0025
InnocentiG,9,degree,1,0.05,0.0025
FerbinteanuMRFEVSEA,6,degree,1,0.05,0.0025
CavaniF,9,degree,1,0.05,0.0025
LiuSH,6,degree,1,0.05,0.0025
WangHH,8,degree,1,0.05,0.0025
PengXW,8,degree,1,0.05,0.0025
CoomansF,7,degree,1,0.05,0.0025
VerbruggenP,14,degree,1,0.05,0.0025
DosReisOliveiraPC,4,degree,1,0.05,0.0025
NaranjoS,4,degree,1,0.05,0.0025
TeatSJ,19,degree,1,0.05,0.0025
GualandrisA,35,degree,1,0.05,0.0025
MarkusAA,7,degree,1,0.05,0.0025
KrystekP,6,degree,1,0.05,0.0025
TrompPC,8,degree,1,0.05,0.0025
RoexEWM,7,degree,1,0.05,0.0025
LaaneRWPM,67,degree,1,0.05,0.0025
MondenR,11,degree,1,0.05,0.0025
MoreyR,7,degree,1,0.05,0.0025
WolfA,17,degree,1,0.05,0.0025
PalmerioJ,25,degree,1,0.05,0.0025
JapeljJMJB,18,degree,1,0.05,0.0025
RedegeldFA,13,degree,1,0.05,0.0025
AcuñaAM,5,degree,1,0.05,0.0025
vanGrondelleR,72,degree,1,0.05,0.0025
HeoJY,16,degree,1,0.05,0.0025
vanEgmondP,23,degree,1,0.05,0.0025
NiuX,10,degree,1,0.05,0.0025
WangBMOT,10,degree,1,0.05,0.0025
BerahaEM,19,degree,1,0.05,0.0025
KredietE,3,degree,1,0.05,0.0025
DiebergerAM,3,degree,1,0.05,0.0025
BurleB,15,degree,1,0.05,0.0025
VidalF,11,degree,1,0.05,0.0025
HasbroucqT,14,degree,1,0.05,0.0025
TuytelaarsT,18,degree,1,0.05,0.0025
AmmagarahalliB,8,degree,1,0.05,0.0025
ClaβenA,8,degree,1,0.05,0.0025
SantangeloRG,16,degree,1,0.05,0.0025
HansenDM,14,degree,1,0.05,0.0025
vanLentheGH,16,degree,1,0.05,0.0025
GenserB,6,degree,1,0.05,0.0025
AlmerC,6,degree,1,0.05,0.0025
deHaesHCJM,58,degree,1,0.05,0.0025
KuoHF,6,degree,1,0.05,0.0025
HsuYY,6,degree,1,0.05,0.0025
LinWC,6,degree,1,0.05,0.0025
ChenKY,6,degree,1,0.05,0.0025
BrearleyCA,6,degree,1,0.05,0.0025
ChiouTJ,6,degree,1,0.05,0.0025
CarrascoER,15,degree,1,0.05,0.0025
RomanowskyAJ,15,degree,1,0.05,0.0025
IrwinJA,15,degree,1,0.05,0.0025
GodetO,38,degree,1,0.05,0.0025
BaumgardtH,43,degree,1,0.05,0.0025
DucPA,27,degree,1,0.05,0.0025
BrodieJP,15,degree,1,0.05,0.0025
GwynSDJ,15,degree,1,0.05,0.0025
vanBodegravenAA,44,degree,1,0.05,0.0025
LouropoulouA,49,degree,1,0.05,0.0025
GossetE,31,degree,1,0.05,0.0025
ManfroidJ,25,degree,1,0.05,0.0025
NitschelmC,13,degree,1,0.05,0.0025
HervéA,8,degree,1,0.05,0.0025
SemaanT,31,degree,1,0.05,0.0025
LeBouquinJB,58,degree,1,0.05,0.0025
MarpaungC,3,degree,1,0.05,0.0025
ReekersSE,4,degree,1,0.05,0.0025
BosRRM,4,degree,1,0.05,0.0025
BredeE,8,degree,1,0.05,0.0025
TrindadeFZ,13,degree,1,0.05,0.0025
MarinhoCC,5,degree,1,0.05,0.0025
SiehDS,9,degree,1,0.05,0.0025
MeijerAM,83,degree,1,0.05,0.0025
SniosB,23,degree,1,0.05,0.0025
WorrallDM,23,degree,1,0.05,0.0025
DuffyRT,23,degree,1,0.05,0.0025
McNamaraBR,60,degree,1,0.05,0.0025
AbediniNajafabadiH,3,degree,1,0.05,0.0025
vanOlstL,4,degree,1,0.05,0.0025
VlugLE,11,degree,1,0.05,0.0025
vanWeringH,11,degree,1,0.05,0.0025
OkhuijsenR,4,degree,1,0.05,0.0025
OerlemansI,4,degree,1,0.05,0.0025
BeddisH,2,degree,1,0.05,0.0025
AldersST,6,degree,1,0.05,0.0025
BontkesHJ,37,degree,1,0.05,0.0025
BoerboomLM,6,degree,1,0.05,0.0025
deWaalN,6,degree,1,0.05,0.0025
XuCS,28,degree,1,0.05,0.0025
PonsJA,41,degree,1,0.05,0.0025
MignaniRP,38,degree,1,0.05,0.0025
TestaV,73,degree,1,0.05,0.0025
SalvettiD,36,degree,1,0.05,0.0025
DeOñaWilhelmiE,9,degree,1,0.05,0.0025
RangelTF,13,degree,1,0.05,0.0025
EdwardsNR,14,degree,1,0.05,0.0025
HoldenPBDFJAF,7,degree,1,0.05,0.0025
ColwellRK,13,degree,1,0.05,0.0025
VerLorenvanThemaatE,34,degree,1,0.05,0.0025
JardinePEBARG,8,degree,1,0.05,0.0025
GognaE,8,degree,1,0.05,0.0025
GoslingWDDNG,8,degree,1,0.05,0.0025
ChungNX,11,degree,1,0.05,0.0025
LimpensR,28,degree,1,0.05,0.0025
FidlerS,5,degree,1,0.05,0.0025
StohrW,5,degree,1,0.05,0.0025
TalsmaLJ,9,degree,1,0.05,0.0025
BroekhuizenJA,3,degree,1,0.05,0.0025
VerhagenM,20,degree,1,0.05,0.0025
RietbergenMM,27,degree,1,0.05,0.0025
vanBokhovenAAJDLWBI,5,degree,1,0.05,0.0025
RodríguezCastilloGA,37,degree,1,0.05,0.0025
TiengoA,148,degree,1,0.05,0.0025
deHaanF,6,degree,1,0.05,0.0025
BaglaiA,8,degree,1,0.05,0.0025
BloklandMH,5,degree,1,0.05,0.0025
MolHGJ,18,degree,1,0.05,0.0025
DuvekotJ,12,degree,1,0.05,0.0025
RotsLE,12,degree,1,0.05,0.0025
CaseyFA,12,degree,1,0.05,0.0025
BongaertsH,9,degree,1,0.05,0.0025
ZoetHA,9,degree,1,0.05,0.0025
BerkeyR,10,degree,1,0.05,0.0025
BlakesleeJJ,10,degree,1,0.05,0.0025
KingH,13,degree,1,0.05,0.0025
LiddleA,10,degree,1,0.05,0.0025
PetitpasG,32,degree,1,0.05,0.0025
SchievenG,5,degree,1,0.05,0.0025
SaylorM,13,degree,1,0.05,0.0025
FabianEKAC,11,degree,1,0.05,0.0025
KuhnHG,23,degree,1,0.05,0.0025
JessbergerS,17,degree,1,0.05,0.0025
CameronHA,21,degree,1,0.05,0.0025
GouldE,17,degree,1,0.05,0.0025
HenR,17,degree,1,0.05,0.0025
SchinderAF,17,degree,1,0.05,0.0025
FrisénJ,17,degree,1,0.05,0.0025
SchenkG,5,degree,1,0.05,0.0025
SankarR,11,degree,1,0.05,0.0025
RachmilowitzB,11,degree,1,0.05,0.0025
BalachandarS,11,degree,1,0.05,0.0025
ChouF,11,degree,1,0.05,0.0025
BurchKS,11,degree,1,0.05,0.0025
ZeljkovicI,11,degree,1,0.05,0.0025
HaghiralsadatF,14,degree,1,0.05,0.0025
NaderinezhadSZDB,4,degree,1,0.05,0.0025
BussottiL,12,degree,1,0.05,0.0025
LapiniA,12,degree,1,0.05,0.0025
FoggiP,12,degree,1,0.05,0.0025
vanderZwaanBCC,30,degree,1,0.05,0.0025
FeenstraKA,16,degree,1,0.05,0.0025
BrancosdosSantosF,7,degree,1,0.05,0.0025
HeringaJ,37,degree,1,0.05,0.0025
FerentziH,6,degree,1,0.05,0.0025
ScheibnerH,6,degree,1,0.05,0.0025
BeiselS,6,degree,1,0.05,0.0025
PringleJE,10,degree,1,0.05,0.0025
KrastevaM,19,degree,1,0.05,0.0025
BoyceM,28,degree,1,0.05,0.0025
CaballeroK,28,degree,1,0.05,0.0025
CamuccioR,28,degree,1,0.05,0.0025
SmolentsevG,7,degree,1,0.05,0.0025
AzzaroliN,7,degree,1,0.05,0.0025
vanBokhovenJA,20,degree,1,0.05,0.0025
NachtegaalM,7,degree,1,0.05,0.0025
Velásquez‐PuentesFJ,3,degree,1,0.05,0.0025
MeeuwisCA,27,degree,1,0.05,0.0025
SlootwegPJ,21,degree,1,0.05,0.0025
KaandersJHAM,13,degree,1,0.05,0.0025
GroenenPJTA,13,degree,1,0.05,0.0025
FluckeUE,25,degree,1,0.05,0.0025
vanHerpenCML,25,degree,1,0.05,0.0025
ElserJJ,4,degree,1,0.05,0.0025
deKosterC,47,degree,1,0.05,0.0025
DongGC,5,degree,1,0.05,0.0025
DultzS,8,degree,1,0.05,0.0025
TukkerAM,6,degree,1,0.05,0.0025
PostmaJF,37,degree,1,0.05,0.0025
HutterS,11,degree,1,0.05,0.0025
DonkinL,31,degree,1,0.05,0.0025
RozentalA,19,degree,1,0.05,0.0025
WilliamsAD,19,degree,1,0.05,0.0025
GeraedtsA,19,degree,1,0.05,0.0025
ÜnlüInceBB,19,degree,1,0.05,0.0025
BuntrockC,19,degree,1,0.05,0.0025
LehrD,31,degree,1,0.05,0.0025
SnoekFJ,26,degree,1,0.05,0.0025
AndrewsG,31,degree,1,0.05,0.0025
VonckenM,20,degree,1,0.05,0.0025
PotegalM,3,degree,1,0.05,0.0025
FjermestadKWIAT,17,degree,1,0.05,0.0025
SmithPMSR,17,degree,1,0.05,0.0025
ReyY,17,degree,1,0.05,0.0025
PhotopoulouT,4,degree,1,0.05,0.0025
UnderhillLG,4,degree,1,0.05,0.0025
MontoyaC,13,degree,1,0.05,0.0025
SebastianA,2,degree,1,0.05,0.0025
SernaChavezHM,9,degree,1,0.05,0.0025
SwensonNG,25,degree,1,0.05,0.0025
SygkounasE,4,degree,1,0.05,0.0025
VieiraMarquesR,9,degree,1,0.05,0.0025
GonçalvesOliveiraA,6,degree,1,0.05,0.0025
deMacedoRodriguesD,6,degree,1,0.05,0.0025
VenzonMPNM,6,degree,1,0.05,0.0025
ZeldenrustF,8,degree,1,0.05,0.0025
WangYDSC,6,degree,1,0.05,0.0025
BimboA,13,degree,1,0.05,0.0025
GaoSF,7,degree,1,0.05,0.0025
deRuiterR,5,degree,1,0.05,0.0025
KnotSL,9,degree,1,0.05,0.0025
RobbinsTWGCJ,7,degree,1,0.05,0.0025
EvansM,7,degree,1,0.05,0.0025
MirzaH,7,degree,1,0.05,0.0025
vanDongenJM,6,degree,1,0.05,0.0025
HuijsmansRHVJAJH,6,degree,1,0.05,0.0025
SandbergJ,33,degree,1,0.05,0.0025
BellemanR,57,degree,1,0.05,0.0025
TalmaM,5,degree,1,0.05,0.0025
MuchaA,5,degree,1,0.05,0.0025
DunbarRC,13,degree,1,0.05,0.0025
PlotkinLI,7,degree,1,0.05,0.0025
DenBestenP,19,degree,1,0.05,0.0025
ZhangYRDJE,7,degree,1,0.05,0.0025
YeungE,12,degree,1,0.05,0.0025
VashishtD,24,degree,1,0.05,0.0025
SobralPaivaAL,12,degree,1,0.05,0.0025
HummelM,12,degree,1,0.05,0.0025
RankenbergT,12,degree,1,0.05,0.0025
SteffensBSHA,12,degree,1,0.05,0.0025
SauterM,12,degree,1,0.05,0.0025
BazinJBSJ,12,degree,1,0.05,0.0025
VoesenekLACJ,46,degree,1,0.05,0.0025
HeilesS,4,degree,1,0.05,0.0025
LefortL,11,degree,1,0.05,0.0025
AlstersPL,11,degree,1,0.05,0.0025
GelfandJD,23,degree,1,0.05,0.0025
TonettiMS,43,degree,1,0.05,0.0025
XiongS,33,degree,1,0.05,0.0025
vanDamB,18,degree,1,0.05,0.0025
Folch-FortunyA,4,degree,1,0.05,0.0025
LoudenT,15,degree,1,0.05,0.0025
FahertyJK,15,degree,1,0.05,0.0025
WilliamsonMH,15,degree,1,0.05,0.0025
BeattyTG,15,degree,1,0.05,0.0025
NestoklonMO,16,degree,1,0.05,0.0025
GoupalovSV,14,degree,1,0.05,0.0025
DzhioevRI,14,degree,1,0.05,0.0025
KenOS,14,degree,1,0.05,0.0025
KorenevVL,14,degree,1,0.05,0.0025
KusrayevYG,14,degree,1,0.05,0.0025
SapegaVF,14,degree,1,0.05,0.0025
MatyushkinLB,14,degree,1,0.05,0.0025
YassievichIN,52,degree,1,0.05,0.0025
MontijnR,15,degree,1,0.05,0.0025
SchurenF,16,degree,1,0.05,0.0025
FaurbySHAL,6,degree,1,0.05,0.0025
ArbabT,3,degree,1,0.05,0.0025
MaasT,5,degree,1,0.05,0.0025
BrutinD,5,degree,1,0.05,0.0025
LinmansJ,10,degree,1,0.05,0.0025
JongbloedLS,10,degree,1,0.05,0.0025
SandlebenA,7,degree,1,0.05,0.0025
YinT,28,degree,1,0.05,0.0025
WuYI,12,degree,1,0.05,0.0025
BastianMB,5,degree,1,0.05,0.0025
LiuQC,9,degree,1,0.05,0.0025
ChenBQ,5,degree,1,0.05,0.0025
WangXT,5,degree,1,0.05,0.0025
PeyronI,6,degree,1,0.05,0.0025
StugeTB,6,degree,1,0.05,0.0025
FermiPulsarSearchConsortium,16,degree,1,0.05,0.0025
ArmourW,36,degree,1,0.05,0.0025
BaffaC,38,degree,1,0.05,0.0025
BarrE,19,degree,1,0.05,0.0025
EatoughR,19,degree,1,0.05,0.0025
EnsorA,19,degree,1,0.05,0.0025
GianiE,19,degree,1,0.05,0.0025
KeithM,79,degree,1,0.05,0.0025
LyonR,19,degree,1,0.05,0.0025
MackintoshM,19,degree,1,0.05,0.0025
PearsonM,19,degree,1,0.05,0.0025
PrabuT,19,degree,1,0.05,0.0025
SKATDTteam,19,degree,1,0.05,0.0025
HuangXL,17,degree,1,0.05,0.0025
WrightG,35,degree,1,0.05,0.0025
OslowskiS,18,degree,1,0.05,0.0025
ShawB,33,degree,1,0.05,0.0025
StinebringDR,22,degree,1,0.05,0.0025
TorresRA,9,degree,1,0.05,0.0025
GentilePA,11,degree,1,0.05,0.0025
TungA,9,degree,1,0.05,0.0025
ManchesterRN,25,degree,1,0.05,0.0025
HobbsGB,27,degree,1,0.05,0.0025
MelatosA,12,degree,1,0.05,0.0025
HodgkinS,14,degree,1,0.05,0.0025
ElseyJ,1,degree,1,0.05,0.0025
KellerC,56,degree,1,0.05,0.0025
HombergJ,15,degree,1,0.05,0.0025
DayD,34,degree,1,0.05,0.0025
LuijtenSH,17,degree,1,0.05,0.0025
BendoJA,4,degree,1,0.05,0.0025
MortonTH,19,degree,1,0.05,0.0025
SezestreE,37,degree,1,0.05,0.0025
ThalmannC,155,degree,1,0.05,0.0025
CarsonJ,99,degree,1,0.05,0.0025
ThePsychosystemsGroup,4,degree,1,0.05,0.0025
RojasCantillanoiD,15,degree,1,0.05,0.0025
CastrignanòEGLE,15,degree,1,0.05,0.0025
MichelottiGA,5,degree,1,0.05,0.0025
HolleyC,2,degree,1,0.05,0.0025
Dewald-KaufmannJF,6,degree,1,0.05,0.0025
BruinEJ,5,degree,1,0.05,0.0025
SmitsM,79,degree,1,0.05,0.0025
PatilAG,2,degree,1,0.05,0.0025
OsmondG,11,degree,1,0.05,0.0025
ChapmanR,48,degree,1,0.05,0.0025
DrennanJ,11,degree,1,0.05,0.0025
JackK,11,degree,1,0.05,0.0025
RaschR,11,degree,1,0.05,0.0025
MorganG,23,degree,1,0.05,0.0025
MonteiroM,16,degree,1,0.05,0.0025
RuwaardJ,61,degree,1,0.05,0.0025
PengK,4,degree,1,0.05,0.0025
KhosravifardS,5,degree,1,0.05,0.0025
VenusV,5,degree,1,0.05,0.0025
MuñozAR,5,degree,1,0.05,0.0025
BaggenJ,4,degree,1,0.05,0.0025
TürkerKS,11,degree,1,0.05,0.0025
DenneulinL,19,degree,1,0.05,0.0025
VanBoekelR,19,degree,1,0.05,0.0025
LiewYJ,13,degree,1,0.05,0.0025
ZoccolaD,13,degree,1,0.05,0.0025
TambuttéE,13,degree,1,0.05,0.0025
VennAA,13,degree,1,0.05,0.0025
MichellCT,13,degree,1,0.05,0.0025
CuiG,13,degree,1,0.05,0.0025
ForêtS,13,degree,1,0.05,0.0025
deBoeckP,34,degree,1,0.05,0.0025
CremazyFGE,10,degree,1,0.05,0.0025
OnalKD,18,degree,1,0.05,0.0025
AltingovdeIS,18,degree,1,0.05,0.0025
RahmanMM,18,degree,1,0.05,0.0025
KaragozP,18,degree,1,0.05,0.0025
BraylanA,18,degree,1,0.05,0.0025
DangB,18,degree,1,0.05,0.0025
ChangHL,18,degree,1,0.05,0.0025
McNamaraQ,18,degree,1,0.05,0.0025
AngertA,18,degree,1,0.05,0.0025
BannerE,18,degree,1,0.05,0.0025
KhetanV,18,degree,1,0.05,0.0025
McDonnellT,18,degree,1,0.05,0.0025
NguyenAT,18,degree,1,0.05,0.0025
LeaseM,18,degree,1,0.05,0.0025
LuoDA,10,degree,1,0.05,0.0025
SparksWB,12,degree,1,0.05,0.0025
GermerTA,10,degree,1,0.05,0.0025
GarabG,10,degree,1,0.05,0.0025
KudenovMW,10,degree,1,0.05,0.0025
RichardR,13,degree,1,0.05,0.0025
JacksonJCVMDLA,4,degree,1,0.05,0.0025
LangerNRAOHSSCSDS,15,degree,1,0.05,0.0025
GielesMHBV,15,degree,1,0.05,0.0025
SmithZM,4,degree,1,0.05,0.0025
SteinmetzV,8,degree,1,0.05,0.0025
PoutsmaJC,12,degree,1,0.05,0.0025
BaiciA,17,degree,1,0.05,0.0025
BakkerBMCBA,17,degree,1,0.05,0.0025
FitzpatrickPF,17,degree,1,0.05,0.0025
HallingP,17,degree,1,0.05,0.0025
LeyhTS,17,degree,1,0.05,0.0025
O'DonovanC,17,degree,1,0.05,0.0025
RaushelFM,17,degree,1,0.05,0.0025
ReschelU,17,degree,1,0.05,0.0025
SchnellS,17,degree,1,0.05,0.0025
SchomburgD,17,degree,1,0.05,0.0025
TiptonKF,17,degree,1,0.05,0.0025
TsaiMD,17,degree,1,0.05,0.0025
WittigU,17,degree,1,0.05,0.0025
WohlgemuthR,17,degree,1,0.05,0.0025
RestubogS,4,degree,1,0.05,0.0025
ShaoB,4,degree,1,0.05,0.0025
VinhL,4,degree,1,0.05,0.0025
ZamoraJC,2,degree,1,0.05,0.0025
Candidatusproposalfor11thInternationalMycologicalCongress,2,degree,1,0.05,0.0025
deVriesSAG,5,degree,1,0.05,0.0025
TanCXW,6,degree,1,0.05,0.0025
deBoerNK,5,degree,1,0.05,0.0025
vanDonselaarEG,8,degree,1,0.05,0.0025
DorresteijnBPČD,8,degree,1,0.05,0.0025
vandeWeteringWJ,8,degree,1,0.05,0.0025
VerripsTC,8,degree,1,0.05,0.0025
SchneijdenbergCTWM,8,degree,1,0.05,0.0025
XenakiAT,8,degree,1,0.05,0.0025
vanderKriftTP,8,degree,1,0.05,0.0025
MüllerWH,19,degree,1,0.05,0.0025
BeenFACMJ,16,degree,1,0.05,0.0025
BarronLBLJA,16,degree,1,0.05,0.0025
BenagliaL,16,degree,1,0.05,0.0025
ChristophoridisC,16,degree,1,0.05,0.0025
FickJ,16,degree,1,0.05,0.0025
GerberC,16,degree,1,0.05,0.0025
MarchandG,4,degree,1,0.05,0.0025
CallisteCA,4,degree,1,0.05,0.0025
McLureCLLS,4,degree,1,0.05,0.0025
SienkiwiczJ,3,degree,1,0.05,0.0025
SojaK,3,degree,1,0.05,0.0025
HolystJA,4,degree,1,0.05,0.0025
MoraCortesA,2,degree,1,0.05,0.0025
OttossonN,16,degree,1,0.05,0.0025
MullinixJ,15,degree,1,0.05,0.0025
NultonJ,17,degree,1,0.05,0.0025
SuzukiH,32,degree,1,0.05,0.0025
XieJ,15,degree,1,0.05,0.0025
TomitaO,8,degree,1,0.05,0.0025
HigashiM,8,degree,1,0.05,0.0025
KongD,18,degree,1,0.05,0.0025
AbeR,8,degree,1,0.05,0.0025
FeastAR,5,degree,1,0.05,0.0025
VickerstaffV,5,degree,1,0.05,0.0025
KenyonS,33,degree,1,0.05,0.0025
LudlamR,37,degree,1,0.05,0.0025
PrigozhinG,30,degree,1,0.05,0.0025
SoongY,35,degree,1,0.05,0.0025
CunninghamS,6,degree,1,0.05,0.0025
GerkeyD,4,degree,1,0.05,0.0025
TiltBYDE,4,degree,1,0.05,0.0025
BahramainAMJJCA,5,degree,1,0.05,0.0025
RuesinkF,9,degree,1,0.05,0.0025
WagenmansA,6,degree,1,0.05,0.0025
VeghD,3,degree,1,0.05,0.0025
KinauerM,15,degree,1,0.05,0.0025
BambergerH,12,degree,1,0.05,0.0025
ReijerseEJ,42,degree,1,0.05,0.0025
VolkmannC,12,degree,1,0.05,0.0025
IrwinC,6,degree,1,0.05,0.0025
vanReenenM,7,degree,1,0.05,0.0025
MienieLJ,6,degree,1,0.05,0.0025
ReineckeCJ,7,degree,1,0.05,0.0025
deOńaWilhelmiE,12,degree,1,0.05,0.0025
SerenelliA,31,degree,1,0.05,0.0025
LaanN,15,degree,1,0.05,0.0025
MarinusJ,11,degree,1,0.05,0.0025
vanHiltenJJ,4,degree,1,0.05,0.0025
AltamiranoSRD,6,degree,1,0.05,0.0025
AltamiranoDMJJCA,13,degree,1,0.05,0.0025
PlotkinR,28,degree,1,0.05,0.0025
PooleyD,117,degree,1,0.05,0.0025
BowerJK,7,degree,1,0.05,0.0025
BarpagaD,7,degree,1,0.05,0.0025
ProdingerS,7,degree,1,0.05,0.0025
SchaefHT,28,degree,1,0.05,0.0025
McGrailBP,24,degree,1,0.05,0.0025
DerewinskiMA,7,degree,1,0.05,0.0025
MotkuriRK,26,degree,1,0.05,0.0025
AndreevAV,72,degree,1,0.05,0.0025
ŠebekJ,8,degree,1,0.05,0.0025
ShirasakiK,8,degree,1,0.05,0.0025
DanišS,8,degree,1,0.05,0.0025
GorbunovDI,8,degree,1,0.05,0.0025
YamamuraT,8,degree,1,0.05,0.0025
VejpravováJ,8,degree,1,0.05,0.0025
RiesseH,6,degree,1,0.05,0.0025
HeynenEJE,8,degree,1,0.05,0.0025
Mora-CortesA,2,degree,1,0.05,0.0025
PillaiAG,14,degree,1,0.05,0.0025
VelzingE,20,degree,1,0.05,0.0025
VaeziA,13,degree,1,0.05,0.0025
KharbP,19,degree,1,0.05,0.0025
WestcottJ,19,degree,1,0.05,0.0025
LappinDF,13,degree,1,0.05,0.0025
BennettD,12,degree,1,0.05,0.0025
RiggioMP,12,degree,1,0.05,0.0025
BrandJ,8,degree,1,0.05,0.0025
WalkerP,20,degree,1,0.05,0.0025
BrockTCM,14,degree,1,0.05,0.0025
BelgersJDM,11,degree,1,0.05,0.0025
BoerwinkelMC,11,degree,1,0.05,0.0025
JollieL,7,degree,1,0.05,0.0025
PapoMJ,7,degree,1,0.05,0.0025
RoessinkI,15,degree,1,0.05,0.0025
GreenwellE,4,degree,1,0.05,0.0025
vanderSteenJB,23,degree,1,0.05,0.0025
ArentsJC,51,degree,1,0.05,0.0025
NúñezAE,2,degree,1,0.05,0.0025
WickLY,50,degree,1,0.05,0.0025
DohmenAJC,20,degree,1,0.05,0.0025
CanisiusS,12,degree,1,0.05,0.0025
JordanovaES,35,degree,1,0.05,0.0025
AalbersbergEA,7,degree,1,0.05,0.0025
NeefjesJ,26,degree,1,0.05,0.0025
ElenbaasC,15,degree,1,0.05,0.0025
FeenstraHEM,4,degree,1,0.05,0.0025
SalekD,35,degree,1,0.05,0.0025
HendriksAM,6,degree,1,0.05,0.0025
HerzogKPRML,7,degree,1,0.05,0.0025
VervaartMAT,7,degree,1,0.05,0.0025
LuyfACM,35,degree,1,0.05,0.0025
vanTeutemK,5,degree,1,0.05,0.0025
vanderZandeWJ,30,degree,1,0.05,0.0025
MozesM,3,degree,1,0.05,0.0025
KoumoutsakosP,11,degree,1,0.05,0.0025
ChatziE,7,degree,1,0.05,0.0025
GrondI,4,degree,1,0.05,0.0025
GasserML,12,degree,1,0.05,0.0025
AbdullahF,16,degree,1,0.05,0.0025
LongY,11,degree,1,0.05,0.0025
StahlYWPS,11,degree,1,0.05,0.0025
SmetW,6,degree,1,0.05,0.0025
DuYGJTWJ,6,degree,1,0.05,0.0025
ScheresB,19,degree,1,0.05,0.0025
BlilouI,11,degree,1,0.05,0.0025
WishartD,9,degree,1,0.05,0.0025
vanScherpenzeelM,9,degree,1,0.05,0.0025
BaumgartnerJB,8,degree,1,0.05,0.0025
HenglT,51,degree,1,0.05,0.0025
Ochoa-AdayLCPCFFA,1,degree,1,0.05,0.0025
PellissierV,4,degree,1,0.05,0.0025
ŞekercioğluÇ,4,degree,1,0.05,0.0025
O'NeillJP,13,degree,1,0.05,0.0025
DeadyS,13,degree,1,0.05,0.0025
VanderPoortenV,20,degree,1,0.05,0.0025
MeulemansJ,13,degree,1,0.05,0.0025
